pathway	description	QA_23_C	QA_25_600	QA_25_300	QA_24_600	QA_23_600	QA_24C	QA_25C	QA_24_300	QA_23_300	X_1_1C	X_2_1C	X_3_1C	X_4_1C	X_5_1C	Q1C11
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	2446.734480224512	2027.179840753108	3480.185256298721	2007.2607646086128	2247.6345384085216	4422.073397402383	3817.909996124823	2052.2581519916057	2537.9035358410056	20822.558707750075	14466.136245603831	21450.04133604045	19097.477529162985	25063.372661326244	8445.875567667981
THREOCAT-PWY	superpathway of L-threonine metabolism	1108.490842918941	850.4490382879309	1265.4136742751857	432.8119298605982	645.9139098360644	1864.740453629815	2033.656986763125	466.1600937381461	910.9755447430964	1216.0041644164994	2690.2591065091137	3013.7438634995606	5091.2258120057	3553.704868951547	1844.8209497024168
THRESYN-PWY	superpathway of L-threonine biosynthesis	57878.15774588018	231012.9727233465	138376.22542073703	110674.15218397292	154025.26547893902	118256.28933320649	110445.05829949662	67572.35316135775	86779.22494233663	33895.55777270211	23374.82720295481	38587.99256959051	29304.810456445448	43972.78433052434	49756.54325172941
TRNA-CHARGING-PWY	tRNA charging	13417.982075837292	13555.497854992567	21252.83322882056	13743.104028940728	14988.908822448686	25603.622019303253	20769.56051882434	12975.131858720935	15630.240511934217	30612.79705933388	20860.58679274531	34369.21659566173	25842.70850870452	39919.44155632097	34481.81683623127
TRPSYN-PWY	L-tryptophan biosynthesis	47750.863946985	189063.79421488263	110989.07411877652	86394.98129328291	120849.32592021055	94899.72934696096	91281.35951142712	55668.03434516241	68590.90841287725	26548.089896452904	20292.80456065627	30837.52875330098	23740.29824041281	34959.04819134492	41068.15096836484
TYRFUMCAT-PWY	L-tyrosine degradation I	263.2256971118577	441.587961450443	190.9069036240196	231.2315014048412	464.8028457289976	559.4238415503497	212.95029066022047	233.1864320156805	225.84060626276565	4394.309628420231	5195.823904003047	3073.7573523533856	5324.376511049981	4195.795305216136	1642.6608422142465
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	1835.8660963713048	1140.3566075509495	2632.367828412217	1519.1555595704394	1602.9178415298186	3254.174980889893	2801.491875564399	1631.588470413386	1959.5744490323384	9759.491333362252	8589.96681063845	8374.417567992743	12733.862760028049	10379.785592489812	9340.4492723966
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	57846.80106895608	235406.97858556567	138699.57463204817	110943.18757974084	154402.76434460803	118563.16981746498	110802.44715680392	67683.34969683446	86997.30722299477	28941.79005920587	20529.525468099488	32581.490533003853	23707.923247558363	38525.15789029183	47842.61930385331
VALDEG-PWY	L-valine degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.63499428690096	11.993939826740652	68.76935534523882	11.994931029920073	276.83986154146606	0.0
VALSYN-PWY	L-valine biosynthesis	59822.63613724707	235978.1486513919	137907.7803335835	110968.7274566555	155271.54923635797	120435.08184127844	113217.5809528864	69829.97012968775	84440.82918126711	40766.55482371049	32310.22548543783	44550.1401296137	38730.698581231634	50455.21437143032	52406.01694441572
